edit_history_tweet_ids,id,text,label
['1576041067895324672'],1576041067895324672,"@lucas_delamore Eu estava bem mentalmente, mesmo em época de eleições, mas depois disso... Caralho @leilapereiralp faça alguma coisa... Copa do Brasil, Libertadores e BR. Que merda de gestão frouxa é essa?",-1
['1576041054196813825'],1576041054196813825,"@TSEjusbr Eu estou desconfiado!
Um hacker ficou 8 meses e durante as eleições no sistema eleitoral. Aí ao invés de querer saber o que aconteceu, vcs apagaram os logs???
E olha que não é fácil apagar sem deixar rastro nenhum.

Se o sistema parar por um instante a contagem, melo!",-1
['1576041042612146176'],1576041042612146176,#EleiçõesRJ2o22 ))) Rodrigo Neves (#PDT) promete Metrô de #Niterói a #Itaboraí e reconstruir Piscinão de #SãoGonçalo https://t.co/JeyCwUxU9s,1
['1576041034441625600'],1576041034441625600,"faz tempo que não temos eleições normais, contaminadas por essas mentiras e desinformações,na eleição anterior usaram a tecnologia contra nós.
mais um motivo para estarmos mais atentos e não votarmos nesses passados que não queremos,mas nos levam a querer, revezando na nossa cara https://t.co/qdF7OPzR7K",-1
['1576041030612156416'],1576041030612156416,"@LulaOficial @ptbrasil @gleisi @Cristianozaninm depois das eleições, com Lula presidente, acho que é hora de processar alguns vassalos do genocida, não é possível eles ficarem difamando sem uma resposta: https://t.co/HTSQQCMEJN",-1
['1576041024564383745'],1576041024564383745,"@ErikakHilton QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXod2Lg",-1
['1576041018033549312'],1576041018033549312,minha maior felicidade vai ser qnd as eleições acabarem,1
['1576041005471498240'],1576041005471498240,As eleições desse ano tá um verdadeiro filme de terror https://t.co/ci31Uumb4I,-1
['1576040976082051072'],1576040976082051072,"@Lincoln9 QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXnUTx8",-1
['1576040948122779648'],1576040948122779648,"Como sempre, um esquema do PL 
https://t.co/0WksW6A2tF",0
['1576040929026527232'],1576040929026527232,um dia contar então crianças a pandemia aconteceu mesmo quando eu tinha meus 20 e poucos anos e as crianças nossa tia como foi isso e eu respondo pois é ficamos trancados em casa eu twittei muito e depois nas eleições de 2022 o lula e o alckm,0
['1576040914580930560'],1576040914580930560,"@conexaopolitica QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXnUTx8",-1
['1576040895555993601'],1576040895555993601,"@UOLNoticias @jairbolsonaro ANOTEM: Bolsonaro perderá as eleições pela quantidade de eleitores bolsonarista mortos na pandemia. 

A postura de politicamente incorreto irresponsável antivax e a politização da COVID19 terá um custo eleitoral.

Muitos bolsonaristas morreram, alguém sabe quantos?",-1
['1576040875909877760'],1576040875909877760,Lado a lado dando o nome no marketing das eleições kkkkkk,0
['1576040865944211459'],1576040865944211459,"@ChapecoenseReal @Cruzeiro QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXod2Lg",-1
['1576040852597932033'],1576040852597932033,"Alguém nos comentários disse que ""Salvador antes era reduto petista, e que agora é 22"" Vamos aguardar o resultado das eleições https://t.co/qXGCRnfzRh",0
['1576040847774482432'],1576040847774482432,"Estou aqui quase MEIA NOITE montando um bingo para quem vai ganhar as eleições para governador pelo Brasil 😂

Respeita?",0
['1576040847455375360'],1576040847455375360,"Já sei quem vai ganhar as eleições e espero que dê tudo certo, que os famosos não estejam errados e que tudo melhore. Pq eu moro no Brasil e não quero que nada de ruim aconteça, e se um dia acontecer, que seja num futuro bem distante, quando eu tiver dinheiro pra sair do Brasil",1
['1576040826358333440'],1576040826358333440,Paz nas eleições e só vota quem tem título validado nos últimos 4 anos https://t.co/xwNRET4mNO,1
['1576040825905025024'],1576040825905025024,"@QuebrandoOTabu @CartDasCavernas ANOTEM: Bolsonaro perderá as eleições pela quantidade de eleitores bolsonarista mortos na pandemia. 

A postura de politicamente incorreto irresponsável antivax e a politização da COVID19 terá um custo eleitoral.

Muitos bolsonaristas morreram, alguém sabe quantos?",-1
['1576040802023014400'],1576040802023014400,"@maedoAleEdoLevi aiii sim, eu amo esse clima de copa e com a camisa s tudo, mas esse ano tá difícil sair com uma camisa do Brasil na rua, arriscando a tomar um tiro ou uma facada, só quero que passe logo as eleições 🤦🏾‍♀️",0
['1576040800604913664'],1576040800604913664,"@Cruzeiro QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXnUTx8",-1
['1576040798444957698'],1576040798444957698,"@CristianoCalpes @jairbolsonaro Alguém nos comentários disse que ""Salvador antes era reduto petista, e que agora é 22"" Vamos aguardar o resultado das eleições",0
['1576040783731269635'],1576040783731269635,"Só quem sofreu com o resultado das eleições de 2018, sabe a ansiedade que bate sabendo que dia 02 de outubro está próximo ! 

#LulaPresidenteNo1ºTurno",0
['1576040782833893377'],1576040782833893377,"CANDIDATO: 38038 P10103/sp acaba de se eleger para o cargo de Deputado Federal com 16.006, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/z67tY7UIup",0
['1576040774973722624'],1576040774973722624,"CANDIDATO: 36404 P10101/sc acaba de se eleger para o cargo de Deputado Federal com 16.589, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/3ZRXyS9Igr",0
['1576040767591694336'],1576040767591694336,"CANDIDATO: 34318 P10184/rr acaba de se eleger para o cargo de Deputado Federal com 0, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/ewD4BC2B6D",0
['1576040759710699521'],1576040759710699521,"CANDIDATO: 33690 P10186/ro acaba de se eleger para o cargo de Deputado Federal com 8.207, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/6ktLJpYP9A",0
['1576040756703526912'],1576040756703526912,"@Bob_Fernandes Bob, a nota me parece correta pois não é papel do Exército dizer que vai ou não respeitar resultados das eleições.
Uma matéria como esta do Estadão que não cita fonte me parece mais um recado de alguns personagens verde-oliva que insistem em meter o bedelho onde não são chamados.",-1
['1576040756426723328'],1576040756426723328,"Ipec em SC: Jorginho Mello tem 29% e Moisés, 23%, nos votos válidos https://t.co/0vuNPlxFPl",0
['1576040751418728448'],1576040751418728448,"CANDIDATO: 36081 P10108/rs acaba de se eleger para o cargo de Deputado Federal com 13.956, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6SCvQ #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/PWnCKyA8GM",0
['1576040744049164289'],1576040744049164289,"CANDIDATO: 32891 P10181/rn acaba de se eleger para o cargo de Deputado Federal com 16.310, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/dEFWY7sPHW",0
['1576040735987695616'],1576040735987695616,"CANDIDATO: 29311 P10104/rj acaba de se eleger para o cargo de Deputado Federal com 8.594, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/OcRIxZrGO3",0
['1576040733991383040'],1576040733991383040,"@ipnacional QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXod2Lg",-1
['1576040728119185408'],1576040728119185408,"Tempo permanece chuvoso em Hortolândia até o domingo de eleições. Alerta amarelo de perigo potencial é válido até às 09h desse sábado (1°).

O Instituto Nacional de Meteorologia (INMET) emitiu alerta amarelo de perigo potencial de chuvas intensas para

https://t.co/dzzi2skwU3 https://t.co/WFgiOjJai9",0
['1576040727972401153'],1576040727972401153,"CANDIDATO: 27250 P10108/pi acaba de se eleger para o cargo de Deputado Federal com 13.475, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/k3dYOtoNCI",0
['1576040725728628736'],1576040725728628736,"#EleiçõesRJ2o22 ))) Freixo (#PSB) se reúne com Lula e promete ensino integral em escolas e creches
https://t.co/N4lxSB8HEl",1
['1576040720577794054'],1576040720577794054,"CANDIDATO: 26376 P10186/pe acaba de se eleger para o cargo de Deputado Federal com 14.792, a maior soma de votos do estado. Saiba mais em https://t.co/v94VD6S4Gi #eleicao2022 #metapolitica #metaperfil #camaradosdeputados https://t.co/JKonX4oYUD",0
