edit_history_tweet_ids,id,text,label
['1576039601793224705'],1576039601793224705,"Eu sou minoria, sou resultado da lei de cotas, a política motiva e mexe com o que tenho de mais valoroso. 
Tenho vivido dias imerso em informações e análises, aquele misto de esperança e angústia. 
Espero que domingo possamos escrever um capítulo mais bonito pra história do País.",1
['1576039593983455233'],1576039593983455233,"Mo medo dessa política, vou ficar em casa pra não partir dessa pra pior",-1
['1576039593308135424'],1576039593308135424,"100% de saco cheio de política, de eleições, de fanatismo, de debate virar circo.. deu pra mim!",-1
['1576039591630450688'],1576039591630450688,"Mano perdi o pod cast do finn do peaky blinders no pod pah hj ,por causa dos alienados de política,tnc 🖕🏾",-1
['1576039578372255746'],1576039578372255746,meu deus que ranço do mundo inteiro nao gostou do que eu postei de politica discorde aí na sua casa nao dou a minima pra sua opiniao,-1
['1576039577722441728'],1576039577722441728,"@quem @felipeneto QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXod2Lg",-1
['1576039576212189186'],1576039576212189186,"Genteee, tô num ranço dessa política ,os bolsonaristas estão achando q todo mundo e obrigado a votar nele ..pelo Amor de Deus ,se estão achando q estão tão fortes pra que ficar obrigando e bringando por causa de voto ..",-1
['1576039570940252161'],1576039570940252161,"eu e o kaique reclamando q as pessoas só fala em política, 5 mnt depois a gt em ligação falando sobre a eleição kkkkkkkkkk",0
['1576039565826981888'],1576039565826981888,"Política e o Krlh , quero é saber já posso compra a nossa camisa do Brasil, pra nois assistir a copa do mundo dql jeitao vida🫶🏻👩‍❤️‍👨😝😂😂❤️",1
['1576039564669378562'],1576039564669378562,"@petieds @murilohuff Ela faz falta por tudo Oq ela representava para o Brasil e mundo ; pq era a melhor cantora , a maior artista ,…❤️❤️ , isso não tem nada a v com política",1
['1576039562174173184'],1576039562174173184,não vejo a hora de todo mundo parar e falar em política,0
['1576039560064036864'],1576039560064036864,@PetitoGabriel Vc tá nessa de política tbm fio? Q fase em,-1
['1576039559833714689'],1576039559833714689,"@lucas_musetti Mu7. Se atenha a falar do santos, cara! Deixa política pra quem ganha a vida com ela",0
['1576039558005010437'],1576039558005010437,discussão de política pra mim é o cúmulo,-1
['1576039557514268672'],1576039557514268672,"@Verlando3 @Miltonneves @tavares_advg @ferdeg_renasce Isso tem de monte, mas você diz isso só porque ele se combateu o lula? Denovo, por questão política tenta atacar a posição dele dentro de uma igreja, sem ao menos buscar ver se ele fez ou não algo social, se ele pratica ou não o cristianismo,  apenas e puramente rancor político",0
['1576039551159582721'],1576039551159582721,Falta pouco para que nosso país possa continuar no caminho da prosperidade e crescimento. Não reeleger nosso atual presidente é uma traição com as presentes e futuras gerações. A esquerda precisa ser dizimada ds história política brasileira. Sejamos vigilantes e persistentes.,1
['1576039550996320257'],1576039550996320257,"@TiagoCvr @_Ale_B_DiAS_ @cirogomes Então esquece o Ciro cara. Vai babar o santo Lula do limpo PT. Dá uma olhada na rejeição do cara nas pesquisas, ele vai ganhar porque a rejeição do Bolsonaro é maior que a dele. Eu que voto por projeto, não entendo de política, quem entende é você que tá apoiando o lado corrupto.",-1
['1576039538249543681'],1576039538249543681,"@felipeneto QUE TIRO NO PÉ.
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXnUTx8",-1
['1576039536748298241'],1576039536748298241,"Eu amo muito a música política "" é desespero é desespero é desespero",-1
['1576039532084199424'],1576039532084199424,uma população engajada e cansada da velha política tentando emplacar um projeto inédito na política cearense. a grande novidade? uma oligarquia. bora bora 🙄🤫,-1
['1576039522479267842'],1576039522479267842,deus pfv chegue logo domingo pra acabar logo com essa putaria de política pelo amor de deus eu nao aguento maisssss,-1
['1576039522076282880'],1576039522076282880,"@CarmemRocco @Confiscada1961 @nacima_navajas @DagmarBorges @rocco_carmem @SouzaAidee @AssembleiaSP @carlaopignatari @rodrigogarcia_ @PSDB_SP @UOLNoticias @PSDBoficial @tvglobo @CNNBrasil @UOLNoticiass @vcamarinha @CONTELOPES @CelNishikawa @danieljosebr @danielbrsoares @del_brunolima @DelegadoOlim @DalbenDirceu Em política, o que não é possível é falso, Sr Rodrigo Garcia❗O que disse no @fernandomitre, sobre o déficit, é falso❗📣 só que ele Ñ irá p/o 2° turno!
Rodrigo Garcia Doria PSDB 
@tvglobo Tarcísio
@UOLNoticias 
@PSDBoficial 
@carlaopignatari @rodrigogarcia_ 
#RodrigoGarciaFim https://t.co/2iIGoulwz6",-1
['1576039521426190337'],1576039521426190337,"Rapaz essa Política Thalyta sempre será minha Líder! Meu amigo, que ano de eleições belíssimo 👏🏼👏🏼👏🏼😎 MINHA LÍDER",1
['1576039518007959553'],1576039518007959553,"@leoadostresm Mas isso é muito precipitado pq o Murilo em momento nenhum disse que apoia o Bolsonaro, ele só não quis expresse sua opinião política",0
['1576039516523024384'],1576039516523024384,Quem discute sobre política nem se apresenta,-1
['1576039510726438912'],1576039510726438912,"@CassiusOIiveira Política, Religião e Futebol não se mistura.",0
['1576039502954393601'],1576039502954393601,"A besta discute a política toda e nem título tem
*autocrítica",-1
['1576039497053065217'],1576039497053065217,época de política é insuportável.,-1
['1576039487758798848'],1576039487758798848,ate ey q adoro politica nao aguento mais https://t.co/CSyPptowdN,-1
['1576039482339389444'],1576039482339389444,@joaoluizpedrosa Hum essa é a política do seu candidato. Toma lá da cá. Kkk,-1
['1576039472084701184'],1576039472084701184,"se caralhos você não quer falar sobre política, não comente sobre política, você falando de política OBVIAMENTE outras pessoas irão até você falando disso E OBVIAMENTE em algum momento elas irão expressar sua opinião, não adianta demonstrar que não gosta, você começou a falar",-1
['1576039468695715841'],1576039468695715841,@gustamito22 Tem vários problemas...inclusive oportunista duas caras política,-1
['1576039459887669249'],1576039459887669249,"@MagoSpartan Se quer política leia Duna, o foco é esse, é bem mais político que GOT, e as batalhas são de escopo absurdo.",0
['1576039456733155328'],1576039456733155328,",,                   QUE TIRO NO PÉ.,
BOLSONARO  FOI  INVENTAR  UM VENDEDOR  DE BIJUTERIAS  E VESTIU  O VIGARISTA DE  PADRE.
      BOLSONARO  E O PADRE  SÃO  DOIS  BANDIDOS VIGARISTA.
     O VAGABUNDO  AMIGO  DO BOZO É VENDEDOR  DE BIJUTERIAS.....PODE
https://t.co/2tpUXnUTx8",-1
['1576039456552853504'],1576039456552853504,a pessoa não tem nem idade pra votar e ainda quer brigar por política KKKKKKKKKKKKKKKKKKK q piada,-1
['1576039448760156161'],1576039448760156161,"A corrupção de Lula não causou estrago só no Brasil mas em diversos países. Um deles foi os EUA do qual a própria justiça obrigou a Petrobras a indenizar os investidores. De per si, isto não tem a ver com política mas com as vítimas de um crime praticado por uma quadrilha.",-1
['1576039448093265920'],1576039448093265920,eu n aguento mais essa gnt falando de política deus q me perdoe,-1
['1576039446331281409'],1576039446331281409,@Emanuel_Jrz @jairbolsonaro @MariaFdaCabal O Brasil não quer mais essa gangue na política. https://t.co/3JaxUvBiEo,1
['1576039441797623808'],1576039441797623808,"As loira odonto de CP criticaram minha opinião política.
Algo me diz que eu estou certíssimo",-1
